ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AREA_RECREATIVA_ID,FECHA
1701,2,1,REGULAR,17311,2023-05-24T00:00:00
1702,1,1,DEFICIENTE,17194,2021-11-13T00:00:00
1703,3,2,ACEPTABLE,16754,2023-10-03T00:00:00
1704,1,2,REGULAR,17907,2023-03-20T00:00:00
1705,1,1,DEFICIENTE,18444,2021-03-29T00:00:00
1706,4,5,EXCELENTE,17937,2023-02-17T00:00:00
1707,1,2,REGULAR,9438309,2021-01-29T00:00:00
1708,4,5,EXCELENTE,5219515,2023-04-05T00:00:00
1709,4,3,MUY BUENO,17137,2023-02-10T00:00:00
1710,5,5,EXCELENTE,18530,2022-12-16T00:00:00
1711,4,5,EXCELENTE,17375,2023-09-18T00:00:00
1712,1,1,DEFICIENTE,5237124,2023-10-17T00:00:00
1713,1,1,DEFICIENTE,5246182,2021-01-12T00:00:00
1714,3,3,MUY BUENO,7107703,2022-07-12T00:00:00
1715,1,2,REGULAR,17419,2022-01-23T00:00:00
1716,2,1,REGULAR,9187543,2021-11-06T00:00:00
1717,5,5,EXCELENTE,17409,2022-08-11T00:00:00
1718,3,4,MUY BUENO,7602200,2021-09-04T00:00:00
1719,3,4,MUY BUENO,18035,2021-01-10T00:00:00
1720,4,4,EXCELENTE,17152,2022-09-02T00:00:00
1721,4,4,EXCELENTE,18418,2023-09-10T00:00:00
1722,2,1,REGULAR,5219932,2023-10-25T00:00:00
1723,5,5,EXCELENTE,17152,2022-05-01T00:00:00
1724,2,2,ACEPTABLE,4749887,2021-09-04T00:00:00
1725,4,3,MUY BUENO,18530,2021-03-20T00:00:00
1726,4,5,EXCELENTE,7126508,2022-09-25T00:00:00
1727,1,1,DEFICIENTE,5653942,2023-02-19T00:00:00
1728,1,1,DEFICIENTE,52227,2021-04-22T00:00:00
1729,3,4,MUY BUENO,5237138,2022-04-24T00:00:00
1730,3,2,ACEPTABLE,5240105,2023-03-03T00:00:00
1731,1,2,REGULAR,52213,2021-03-11T00:00:00
1732,1,1,DEFICIENTE,17295,2023-06-16T00:00:00
1733,1,1,DEFICIENTE,17742,2021-03-29T00:00:00
1734,3,4,MUY BUENO,16767,2023-12-26T00:00:00
1735,3,2,ACEPTABLE,5211511,2022-08-11T00:00:00
1736,5,5,EXCELENTE,18287,2021-09-04T00:00:00
1737,1,1,DEFICIENTE,18284,2021-03-19T00:00:00
1738,1,2,REGULAR,52048,2023-07-22T00:00:00
1739,2,3,ACEPTABLE,6779455,2021-04-24T00:00:00
1740,5,5,EXCELENTE,18134,2021-01-20T00:00:00
1741,2,3,ACEPTABLE,18405,2023-06-21T00:00:00
1742,4,4,EXCELENTE,16910,2023-04-14T00:00:00
1743,4,4,EXCELENTE,7591618,2022-10-10T00:00:00
1744,4,5,EXCELENTE,8799550,2022-10-20T00:00:00
1745,4,4,EXCELENTE,18057,2023-11-06T00:00:00
1746,5,4,EXCELENTE,18532,2023-01-26T00:00:00
1747,3,3,MUY BUENO,17193,2022-11-16T00:00:00
1748,3,3,MUY BUENO,16762,2023-10-20T00:00:00
1749,4,3,MUY BUENO,17196,2021-11-17T00:00:00
1750,1,1,DEFICIENTE,5800211,2023-03-04T00:00:00
1751,2,2,ACEPTABLE,5237125,2022-01-14T00:00:00
1752,4,5,EXCELENTE,17333,2021-12-21T00:00:00
1753,1,1,DEFICIENTE,17056,2023-05-06T00:00:00
1754,1,2,REGULAR,18625,2022-11-27T00:00:00
1755,2,3,ACEPTABLE,17171,2022-12-10T00:00:00
1756,1,2,REGULAR,18176,2022-06-30T00:00:00
1757,1,1,DEFICIENTE,5237115,2023-09-24T00:00:00
1758,4,4,EXCELENTE,52207,2023-03-21T00:00:00
1759,4,3,MUY BUENO,17853,2023-06-09T00:00:00
1760,3,4,MUY BUENO,17814,2023-05-13T00:00:00
1761,4,3,MUY BUENO,52149,2022-12-31T00:00:00
1762,4,5,EXCELENTE,16928,2023-03-02T00:00:00
1763,4,5,EXCELENTE,17743,2023-12-02T00:00:00
1764,1,2,REGULAR,9293991,2021-01-08T00:00:00
1765,3,3,MUY BUENO,18441,2022-02-05T00:00:00
1766,3,2,ACEPTABLE,52048,2023-05-23T00:00:00
1767,5,5,EXCELENTE,18506,2022-10-02T00:00:00
1768,5,4,EXCELENTE,5241178,2022-02-19T00:00:00
1769,1,2,REGULAR,18533,2023-04-09T00:00:00
1770,2,1,REGULAR,16852,2021-02-11T00:00:00
1771,4,5,EXCELENTE,18360,2021-01-08T00:00:00
1772,1,1,DEFICIENTE,18226,2021-10-25T00:00:00
1773,5,5,EXCELENTE,18017,2021-08-23T00:00:00
1774,4,3,MUY BUENO,17671,2021-10-02T00:00:00
1775,1,1,DEFICIENTE,17876,2021-05-11T00:00:00
1776,4,5,EXCELENTE,17175,2023-09-12T00:00:00
1777,5,4,EXCELENTE,461343,2022-10-12T00:00:00
1778,2,1,REGULAR,16812,2021-11-26T00:00:00
1779,2,3,ACEPTABLE,17371,2023-03-26T00:00:00
1780,1,1,DEFICIENTE,5241174,2023-06-04T00:00:00
1781,1,2,REGULAR,17441,2023-03-23T00:00:00
1782,3,3,MUY BUENO,18569,2023-12-25T00:00:00
1783,4,4,EXCELENTE,17868,2023-02-27T00:00:00
1784,2,3,ACEPTABLE,17397,2022-07-05T00:00:00
1785,3,4,MUY BUENO,16998,2022-09-21T00:00:00
1786,1,1,DEFICIENTE,17598,2023-04-01T00:00:00
1787,4,5,EXCELENTE,16680,2022-09-29T00:00:00
1788,5,5,EXCELENTE,18194,2021-12-16T00:00:00
1789,4,4,EXCELENTE,52174,2023-05-28T00:00:00
1790,1,1,DEFICIENTE,9046339,2023-07-28T00:00:00
1791,5,5,EXCELENTE,3530623,2022-08-15T00:00:00
1792,4,5,EXCELENTE,4730835,2021-01-08T00:00:00
1793,4,4,EXCELENTE,18187,2021-03-11T00:00:00
1794,4,4,EXCELENTE,461343,2023-08-29T00:00:00
1795,3,4,MUY BUENO,17514,2021-01-04T00:00:00
1796,3,2,ACEPTABLE,52041,2021-06-16T00:00:00
1797,5,5,EXCELENTE,17760,2022-04-14T00:00:00
1798,2,2,ACEPTABLE,5246193,2021-02-25T00:00:00
1799,4,5,EXCELENTE,3994618,2021-03-23T00:00:00
1800,2,2,ACEPTABLE,52224,2023-10-17T00:00:00
1801,5,5,EXCELENTE,17120,2022-03-09T00:00:00
1802,1,1,DEFICIENTE,8927341,2023-10-10T00:00:00
1803,2,3,ACEPTABLE,17561,2021-12-02T00:00:00
1804,5,5,EXCELENTE,5653905,2021-03-10T00:00:00
1805,5,5,EXCELENTE,17034,2021-09-20T00:00:00
1806,2,1,REGULAR,16939,2023-10-19T00:00:00
1807,5,5,EXCELENTE,18627,2022-10-18T00:00:00
1808,2,2,ACEPTABLE,5654045,2021-12-08T00:00:00
1809,2,3,ACEPTABLE,17620,2023-05-02T00:00:00
1810,3,3,MUY BUENO,17165,2022-06-15T00:00:00
1811,2,3,ACEPTABLE,18357,2021-03-20T00:00:00
1812,2,3,ACEPTABLE,17492,2022-10-29T00:00:00
1813,3,3,MUY BUENO,451531,2021-09-24T00:00:00
1814,5,4,EXCELENTE,17009,2023-03-30T00:00:00
1815,5,5,EXCELENTE,16962,2023-03-11T00:00:00
1816,3,3,MUY BUENO,17727,2023-07-10T00:00:00
1817,2,2,ACEPTABLE,17168,2021-10-26T00:00:00
1818,3,4,MUY BUENO,17020,2023-05-30T00:00:00
1819,4,4,EXCELENTE,52056,2021-04-12T00:00:00
1820,2,2,ACEPTABLE,5241168,2023-01-26T00:00:00
1821,3,3,MUY BUENO,17050,2023-05-21T00:00:00
1822,5,4,EXCELENTE,5240285,2021-07-18T00:00:00
1823,2,3,ACEPTABLE,6779455,2022-04-28T00:00:00
1824,2,3,ACEPTABLE,52186,2021-11-06T00:00:00
1825,4,5,EXCELENTE,17675,2021-12-19T00:00:00
1826,2,3,ACEPTABLE,17254,2022-11-13T00:00:00
1827,4,5,EXCELENTE,17102,2023-01-28T00:00:00
1828,5,5,EXCELENTE,3576089,2021-10-12T00:00:00
1829,3,2,ACEPTABLE,16920,2023-12-26T00:00:00
1830,4,4,EXCELENTE,18210,2021-01-07T00:00:00
1831,2,2,ACEPTABLE,17103,2023-02-14T00:00:00
1832,2,2,ACEPTABLE,7591686,2021-03-17T00:00:00
1833,2,2,ACEPTABLE,5237128,2021-01-17T00:00:00
1834,1,2,REGULAR,18538,2022-02-26T00:00:00
1835,4,3,MUY BUENO,17939,2022-02-24T00:00:00
1836,3,2,ACEPTABLE,17218,2023-02-17T00:00:00
1837,2,1,REGULAR,18574,2021-08-17T00:00:00
1838,4,5,EXCELENTE,3573333,2022-12-21T00:00:00
1839,1,1,DEFICIENTE,5653924,2021-12-02T00:00:00
1840,3,2,ACEPTABLE,17739,2022-07-05T00:00:00
1841,1,2,REGULAR,16669,2022-11-05T00:00:00
1842,3,3,MUY BUENO,17577,2021-12-22T00:00:00
1843,3,4,MUY BUENO,3573051,2023-10-01T00:00:00
1844,1,2,REGULAR,18620,2021-09-18T00:00:00
1845,2,3,ACEPTABLE,17335,2023-08-22T00:00:00
1846,1,1,DEFICIENTE,451442,2021-08-14T00:00:00
1847,1,2,REGULAR,7902706,2022-11-08T00:00:00
1848,4,3,MUY BUENO,17104,2022-03-28T00:00:00
1849,2,1,REGULAR,18492,2023-08-08T00:00:00
1850,2,1,REGULAR,17535,2023-02-07T00:00:00
1851,5,5,EXCELENTE,18346,2021-01-10T00:00:00
1852,5,5,EXCELENTE,18060,2023-07-08T00:00:00
1853,2,2,ACEPTABLE,17700,2021-05-01T00:00:00
1854,5,4,EXCELENTE,18462,2023-07-25T00:00:00
1855,4,4,EXCELENTE,17201,2022-08-05T00:00:00
1856,4,5,EXCELENTE,18301,2021-12-17T00:00:00
1857,3,3,MUY BUENO,18240,2021-12-14T00:00:00
1858,5,5,EXCELENTE,5237139,2021-05-20T00:00:00
1859,5,5,EXCELENTE,17751,2021-06-13T00:00:00
1860,2,3,ACEPTABLE,16964,2021-11-29T00:00:00
1861,5,4,EXCELENTE,17622,2023-08-30T00:00:00
1862,1,1,DEFICIENTE,18427,2022-03-16T00:00:00
1863,4,5,EXCELENTE,5213834,2021-06-28T00:00:00
1864,4,3,MUY BUENO,17002,2022-02-11T00:00:00
1865,3,3,MUY BUENO,17399,2021-08-05T00:00:00
1866,4,3,MUY BUENO,17615,2023-06-25T00:00:00
1867,5,5,EXCELENTE,18203,2022-02-15T00:00:00
1868,3,4,MUY BUENO,17567,2023-01-18T00:00:00
1869,3,4,MUY BUENO,18450,2023-01-03T00:00:00
1870,2,1,REGULAR,18344,2021-11-18T00:00:00
1871,1,1,DEFICIENTE,17453,2022-11-02T00:00:00
1872,2,1,REGULAR,16904,2022-05-05T00:00:00
1873,4,3,MUY BUENO,18359,2021-10-15T00:00:00
1874,3,3,MUY BUENO,7595816,2021-03-16T00:00:00
1875,4,3,MUY BUENO,52061,2021-05-23T00:00:00
1876,1,2,REGULAR,18472,2023-08-05T00:00:00
1877,5,4,EXCELENTE,18343,2023-11-26T00:00:00
1878,5,4,EXCELENTE,16986,2021-09-12T00:00:00
1879,1,1,DEFICIENTE,17735,2021-01-26T00:00:00
1880,1,1,DEFICIENTE,5237133,2022-11-20T00:00:00
1881,1,1,DEFICIENTE,17575,2023-01-31T00:00:00
1882,3,4,MUY BUENO,17878,2022-05-24T00:00:00
1883,3,4,MUY BUENO,17081,2021-08-10T00:00:00
1884,2,3,ACEPTABLE,5261893,2023-04-08T00:00:00
1885,1,1,DEFICIENTE,18208,2021-11-11T00:00:00
1886,4,5,EXCELENTE,17670,2022-11-15T00:00:00
1887,4,3,MUY BUENO,5220798,2023-11-22T00:00:00
1888,4,3,MUY BUENO,8799601,2022-05-07T00:00:00
1889,3,3,MUY BUENO,5246180,2022-01-08T00:00:00
1890,4,5,EXCELENTE,5220720,2023-11-17T00:00:00
1891,2,3,ACEPTABLE,7595816,2021-08-02T00:00:00
1892,3,4,MUY BUENO,4749897,2022-07-20T00:00:00
1893,4,5,EXCELENTE,52075,2021-03-23T00:00:00
1894,3,2,ACEPTABLE,18461,2021-03-29T00:00:00
1895,2,2,ACEPTABLE,5653737,2023-09-25T00:00:00
1896,4,5,EXCELENTE,18345,2022-12-21T00:00:00
1897,2,2,ACEPTABLE,9424149,2022-11-28T00:00:00
1898,3,4,MUY BUENO,5241172,2022-08-01T00:00:00
1899,1,1,DEFICIENTE,17004,2023-03-28T00:00:00
1900,1,2,REGULAR,5166868,2022-05-07T00:00:00
1901,3,3,MUY BUENO,5240112,2022-11-22T00:00:00
1902,5,5,EXCELENTE,17561,2023-05-11T00:00:00
1903,4,3,MUY BUENO,3739833,2022-12-23T00:00:00
1904,1,1,DEFICIENTE,16696,2022-01-23T00:00:00
1905,1,2,REGULAR,6843085,2021-11-17T00:00:00
1906,1,1,DEFICIENTE,17898,2022-01-18T00:00:00
1907,2,2,ACEPTABLE,17447,2023-02-05T00:00:00
1908,5,5,EXCELENTE,18523,2022-07-20T00:00:00
1909,3,4,MUY BUENO,18555,2023-08-30T00:00:00
1910,2,3,ACEPTABLE,18060,2022-03-30T00:00:00
1911,5,5,EXCELENTE,7889423,2021-08-25T00:00:00
1912,2,2,ACEPTABLE,5240310,2022-05-09T00:00:00
1913,5,4,EXCELENTE,17967,2022-01-21T00:00:00
1914,4,5,EXCELENTE,7107695,2023-06-01T00:00:00
1915,2,1,REGULAR,17652,2022-03-05T00:00:00
1916,4,4,EXCELENTE,17075,2022-01-06T00:00:00
1917,2,1,REGULAR,16730,2022-03-19T00:00:00
1918,4,4,EXCELENTE,18273,2022-01-03T00:00:00
1919,5,4,EXCELENTE,17282,2023-02-25T00:00:00
1920,1,2,REGULAR,17820,2021-12-28T00:00:00
1921,5,4,EXCELENTE,17069,2021-05-10T00:00:00
1922,2,1,REGULAR,17901,2021-08-25T00:00:00
1923,4,5,EXCELENTE,18561,2022-03-03T00:00:00
1924,2,2,ACEPTABLE,5802272,2022-10-16T00:00:00
1925,4,3,MUY BUENO,17467,2022-04-28T00:00:00
1926,1,1,DEFICIENTE,5195695,2022-03-05T00:00:00
1927,1,2,REGULAR,17207,2022-11-05T00:00:00
1928,1,1,DEFICIENTE,5213818,2022-02-07T00:00:00
1929,4,4,EXCELENTE,7107693,2022-10-16T00:00:00
1930,4,4,EXCELENTE,5219922,2023-12-04T00:00:00
1931,1,2,REGULAR,17582,2022-02-04T00:00:00
1932,5,4,EXCELENTE,3566363,2022-03-24T00:00:00
1933,2,3,ACEPTABLE,18352,2022-02-13T00:00:00
1934,2,2,ACEPTABLE,5653963,2021-10-19T00:00:00
1935,4,3,MUY BUENO,7928425,2021-05-10T00:00:00
1936,4,4,EXCELENTE,5195695,2022-12-25T00:00:00
1937,2,2,ACEPTABLE,17120,2023-09-27T00:00:00
1938,5,5,EXCELENTE,17339,2021-01-11T00:00:00
1939,1,2,REGULAR,7280560,2021-03-10T00:00:00
1940,5,5,EXCELENTE,7127775,2023-01-01T00:00:00
1941,3,3,MUY BUENO,5204992,2021-08-14T00:00:00
1942,3,3,MUY BUENO,17926,2022-12-23T00:00:00
1943,3,3,MUY BUENO,17502,2021-08-31T00:00:00
1944,1,2,REGULAR,5174650,2021-05-17T00:00:00
1945,1,1,DEFICIENTE,18133,2021-01-09T00:00:00
1946,1,1,DEFICIENTE,5237108,2021-10-12T00:00:00
1947,1,2,REGULAR,17648,2021-01-11T00:00:00
1948,1,1,DEFICIENTE,17457,2021-01-04T00:00:00
1949,4,5,EXCELENTE,7928069,2022-02-22T00:00:00
1950,3,2,ACEPTABLE,17577,2021-10-11T00:00:00
1951,1,1,DEFICIENTE,17493,2023-02-21T00:00:00
1952,3,4,MUY BUENO,17685,2022-10-22T00:00:00
1953,5,5,EXCELENTE,16799,2021-06-17T00:00:00
1954,2,3,ACEPTABLE,17833,2023-05-30T00:00:00
1955,2,2,ACEPTABLE,5109124,2022-07-25T00:00:00
1956,4,4,EXCELENTE,17186,2022-07-13T00:00:00
1957,1,2,REGULAR,18166,2023-10-11T00:00:00
1958,5,5,EXCELENTE,17623,2023-11-05T00:00:00
1959,5,5,EXCELENTE,52088,2023-12-31T00:00:00
1960,4,5,EXCELENTE,5219928,2022-05-20T00:00:00
1961,5,4,EXCELENTE,18353,2021-07-29T00:00:00
1962,4,4,EXCELENTE,5237127,2022-12-02T00:00:00
1963,5,5,EXCELENTE,17270,2021-06-14T00:00:00
1964,5,5,EXCELENTE,17263,2022-09-28T00:00:00
1965,1,2,REGULAR,4989404,2022-11-07T00:00:00
1966,2,1,REGULAR,7125670,2023-01-05T00:00:00
1967,5,4,EXCELENTE,17448,2022-02-26T00:00:00
1968,4,3,MUY BUENO,16778,2023-09-10T00:00:00
1969,3,3,MUY BUENO,17037,2023-12-04T00:00:00
1970,3,3,MUY BUENO,17491,2023-04-16T00:00:00
1971,1,1,DEFICIENTE,17842,2021-09-25T00:00:00
1972,4,3,MUY BUENO,7861611,2021-02-03T00:00:00
1973,5,4,EXCELENTE,17075,2021-09-25T00:00:00
1974,1,1,DEFICIENTE,17892,2022-11-18T00:00:00
1975,2,3,ACEPTABLE,17207,2021-10-04T00:00:00
1976,4,4,EXCELENTE,17987,2022-09-10T00:00:00
1977,4,3,MUY BUENO,16735,2022-01-09T00:00:00
1978,2,1,REGULAR,17830,2022-12-02T00:00:00
1979,1,2,REGULAR,17794,2021-03-17T00:00:00
1980,1,1,DEFICIENTE,17942,2022-04-12T00:00:00
1981,4,4,EXCELENTE,3573350,2022-10-21T00:00:00
1982,2,1,REGULAR,17339,2023-11-29T00:00:00
1983,2,2,ACEPTABLE,17263,2022-07-01T00:00:00
1984,1,2,REGULAR,18407,2022-11-07T00:00:00
1985,2,1,REGULAR,3740788,2021-09-12T00:00:00
1986,3,2,ACEPTABLE,6819625,2023-04-21T00:00:00
1987,4,3,MUY BUENO,17642,2021-09-07T00:00:00
1988,5,4,EXCELENTE,5272338,2021-10-18T00:00:00
1989,3,3,MUY BUENO,17072,2023-04-11T00:00:00
1990,4,5,EXCELENTE,18335,2021-07-26T00:00:00
1991,1,1,DEFICIENTE,52079,2021-07-23T00:00:00
1992,5,4,EXCELENTE,17201,2023-07-11T00:00:00
1993,4,3,MUY BUENO,17789,2023-03-04T00:00:00
1994,4,5,EXCELENTE,17265,2021-08-30T00:00:00
1995,4,5,EXCELENTE,16904,2021-06-11T00:00:00
1996,4,4,EXCELENTE,5209024,2021-05-08T00:00:00
1997,2,1,REGULAR,5246185,2021-05-03T00:00:00
1998,1,1,DEFICIENTE,4988273,2022-11-21T00:00:00
1999,5,4,EXCELENTE,17462,2021-04-05T00:00:00
2000,1,2,REGULAR,17304,2023-06-08T00:00:00
2001,4,5,EXCELENTE,17345,2023-07-12T00:00:00
2002,3,2,ACEPTABLE,18133,2022-06-25T00:00:00
2003,3,2,ACEPTABLE,18471,2022-10-06T00:00:00
2004,3,2,ACEPTABLE,5213834,2021-01-20T00:00:00
2005,3,2,ACEPTABLE,18310,2023-02-17T00:00:00
2006,1,1,DEFICIENTE,7126577,2022-02-09T00:00:00
2007,1,1,DEFICIENTE,17422,2023-09-16T00:00:00
2008,2,2,ACEPTABLE,52164,2023-02-13T00:00:00
2009,5,4,EXCELENTE,52148,2021-08-06T00:00:00
2010,4,3,MUY BUENO,18421,2022-01-27T00:00:00
2011,3,3,MUY BUENO,18345,2022-02-23T00:00:00
2012,5,4,EXCELENTE,5213832,2021-06-11T00:00:00
2013,5,4,EXCELENTE,17819,2022-10-25T00:00:00
2014,2,2,ACEPTABLE,3568959,2023-11-04T00:00:00
2015,1,1,DEFICIENTE,17347,2021-06-02T00:00:00
2016,5,5,EXCELENTE,18629,2021-09-27T00:00:00
2017,5,4,EXCELENTE,18311,2022-04-06T00:00:00
2018,1,1,DEFICIENTE,17748,2021-11-14T00:00:00
2019,4,5,EXCELENTE,17350,2021-05-29T00:00:00
2020,4,3,MUY BUENO,5174720,2021-08-06T00:00:00
2021,5,5,EXCELENTE,17325,2021-11-06T00:00:00
2022,2,1,REGULAR,18382,2023-03-25T00:00:00
2023,5,5,EXCELENTE,5209117,2021-11-01T00:00:00
2024,1,2,REGULAR,17030,2022-03-16T00:00:00
2025,5,4,EXCELENTE,17629,2023-02-13T00:00:00
2026,5,5,EXCELENTE,16840,2021-04-09T00:00:00
2027,1,1,DEFICIENTE,5195676,2023-05-18T00:00:00
2028,5,5,EXCELENTE,18196,2023-03-05T00:00:00
2029,5,5,EXCELENTE,5220720,2023-01-14T00:00:00
2030,3,3,MUY BUENO,17827,2022-05-20T00:00:00
2031,5,4,EXCELENTE,3566353,2022-12-31T00:00:00
2032,4,3,MUY BUENO,16685,2021-05-18T00:00:00
2033,1,1,DEFICIENTE,18317,2021-08-01T00:00:00
2034,5,5,EXCELENTE,18540,2023-12-06T00:00:00
2035,3,3,MUY BUENO,7182696,2021-02-15T00:00:00
2036,1,2,REGULAR,18453,2021-07-08T00:00:00
2037,3,4,MUY BUENO,17653,2022-09-24T00:00:00
2038,1,2,REGULAR,18013,2021-11-01T00:00:00
2039,4,4,EXCELENTE,17454,2021-05-15T00:00:00
2040,3,3,MUY BUENO,52101,2023-01-08T00:00:00
2041,5,5,EXCELENTE,18246,2022-12-05T00:00:00
2042,5,5,EXCELENTE,17103,2022-09-23T00:00:00
2043,1,2,REGULAR,18578,2023-12-01T00:00:00
2044,2,1,REGULAR,18169,2021-11-12T00:00:00
2045,1,2,REGULAR,16867,2022-02-27T00:00:00
2046,4,5,EXCELENTE,17470,2021-06-08T00:00:00
2047,2,2,ACEPTABLE,17242,2021-05-26T00:00:00
2048,4,3,MUY BUENO,18491,2021-04-24T00:00:00
2049,4,3,MUY BUENO,4738111,2022-09-03T00:00:00
2050,5,5,EXCELENTE,16718,2021-04-13T00:00:00
2051,2,3,ACEPTABLE,17614,2022-10-09T00:00:00
2052,3,2,ACEPTABLE,8799603,2022-06-29T00:00:00
2053,3,2,ACEPTABLE,18290,2023-02-07T00:00:00
2054,1,2,REGULAR,17857,2023-09-24T00:00:00
2055,3,3,MUY BUENO,52125,2021-10-26T00:00:00
2056,4,4,EXCELENTE,16862,2022-10-20T00:00:00
2057,4,3,MUY BUENO,17695,2023-09-07T00:00:00
2058,3,4,MUY BUENO,18193,2023-08-07T00:00:00
2059,3,3,MUY BUENO,18019,2023-05-12T00:00:00
2060,5,5,EXCELENTE,17255,2021-12-31T00:00:00
2061,3,2,ACEPTABLE,18247,2023-10-25T00:00:00
2062,4,3,MUY BUENO,18438,2022-07-02T00:00:00
2063,3,4,MUY BUENO,5178801,2023-05-02T00:00:00
2064,3,3,MUY BUENO,18281,2021-04-09T00:00:00
2065,2,2,ACEPTABLE,17107,2021-08-28T00:00:00
2066,4,4,EXCELENTE,8799603,2021-06-17T00:00:00
2067,1,2,REGULAR,18325,2023-03-12T00:00:00
2068,5,4,EXCELENTE,17050,2021-01-27T00:00:00
2069,3,2,ACEPTABLE,5241172,2023-11-25T00:00:00
2070,1,1,DEFICIENTE,7107694,2022-11-05T00:00:00
2071,4,5,EXCELENTE,18085,2022-02-17T00:00:00
2072,3,2,ACEPTABLE,5199521,2022-10-11T00:00:00
2073,5,5,EXCELENTE,17335,2022-03-16T00:00:00
2074,5,4,EXCELENTE,16955,2023-10-20T00:00:00
2075,2,2,ACEPTABLE,17648,2023-09-24T00:00:00
2076,1,1,DEFICIENTE,16739,2023-11-10T00:00:00
2077,4,5,EXCELENTE,52061,2021-10-11T00:00:00
2078,1,1,DEFICIENTE,5218552,2021-02-16T00:00:00
2079,3,4,MUY BUENO,17950,2023-04-14T00:00:00
2080,1,2,REGULAR,16771,2022-09-29T00:00:00
2081,3,4,MUY BUENO,17614,2021-01-12T00:00:00
2082,4,3,MUY BUENO,9187543,2021-12-26T00:00:00
2083,3,3,MUY BUENO,17321,2022-03-20T00:00:00
2084,3,2,ACEPTABLE,7168609,2023-03-01T00:00:00
2085,3,3,MUY BUENO,5237111,2023-12-15T00:00:00
2086,5,5,EXCELENTE,5237120,2021-09-21T00:00:00
2087,5,5,EXCELENTE,7838817,2021-03-12T00:00:00
2088,4,4,EXCELENTE,18205,2023-09-03T00:00:00
2089,1,1,DEFICIENTE,8907324,2021-05-17T00:00:00
2090,3,4,MUY BUENO,7861611,2022-08-03T00:00:00
2091,1,1,DEFICIENTE,16755,2021-01-06T00:00:00
2092,1,1,DEFICIENTE,17642,2022-09-25T00:00:00
2093,4,4,EXCELENTE,17396,2021-06-23T00:00:00
2094,2,1,REGULAR,16851,2021-09-11T00:00:00
2095,5,5,EXCELENTE,18493,2023-09-15T00:00:00
2096,1,1,DEFICIENTE,17907,2021-08-06T00:00:00
2097,2,2,ACEPTABLE,18211,2022-09-30T00:00:00
2098,1,1,DEFICIENTE,5166868,2021-11-19T00:00:00
2099,1,1,DEFICIENTE,3531283,2023-01-18T00:00:00
2100,4,4,EXCELENTE,17793,2022-01-02T00:00:00
2101,2,3,ACEPTABLE,5237133,2022-05-27T00:00:00
2102,3,2,ACEPTABLE,17131,2022-12-05T00:00:00
2103,4,5,EXCELENTE,18266,2021-11-06T00:00:00
2104,2,2,ACEPTABLE,7180264,2023-11-30T00:00:00
2105,5,5,EXCELENTE,52086,2022-01-09T00:00:00
2106,2,2,ACEPTABLE,16728,2022-08-20T00:00:00
2107,4,3,MUY BUENO,17660,2021-02-11T00:00:00
2108,5,4,EXCELENTE,18629,2022-06-03T00:00:00
2109,4,3,MUY BUENO,52182,2021-03-10T00:00:00
2110,2,2,ACEPTABLE,5240107,2021-06-19T00:00:00
2111,2,2,ACEPTABLE,8914010,2021-11-20T00:00:00
2112,5,5,EXCELENTE,52180,2021-01-15T00:00:00
2113,3,4,MUY BUENO,17874,2023-02-08T00:00:00
2114,1,2,REGULAR,7591607,2023-07-05T00:00:00
2115,4,4,EXCELENTE,7126585,2021-12-29T00:00:00
2116,1,1,DEFICIENTE,17248,2021-10-02T00:00:00
2117,1,2,REGULAR,18458,2021-06-02T00:00:00
2118,3,3,MUY BUENO,7107695,2022-10-10T00:00:00
2119,5,5,EXCELENTE,5654057,2021-03-21T00:00:00
2120,5,5,EXCELENTE,18061,2022-04-01T00:00:00
2121,1,1,DEFICIENTE,17033,2022-12-12T00:00:00
2122,5,5,EXCELENTE,17405,2023-10-02T00:00:00
2123,4,5,EXCELENTE,5237126,2021-04-05T00:00:00
2124,4,4,EXCELENTE,5197210,2021-02-03T00:00:00
2125,5,4,EXCELENTE,17653,2023-03-25T00:00:00
2126,3,3,MUY BUENO,3531279,2022-04-09T00:00:00
2127,3,2,ACEPTABLE,17755,2022-04-28T00:00:00
2128,4,3,MUY BUENO,17729,2022-02-14T00:00:00
2129,1,1,DEFICIENTE,5654059,2021-10-25T00:00:00
2130,5,5,EXCELENTE,7126577,2023-07-15T00:00:00
2131,2,3,ACEPTABLE,18099,2021-02-06T00:00:00
2132,2,1,REGULAR,3558513,2023-08-19T00:00:00
2133,1,1,DEFICIENTE,4796512,2022-11-14T00:00:00
2134,4,3,MUY BUENO,5246192,2023-07-18T00:00:00
2135,2,2,ACEPTABLE,17796,2022-11-26T00:00:00
2136,4,3,MUY BUENO,18496,2022-03-18T00:00:00
2137,4,4,EXCELENTE,18157,2023-03-09T00:00:00
2138,2,2,ACEPTABLE,16717,2022-09-16T00:00:00
2139,1,1,DEFICIENTE,7882665,2023-08-06T00:00:00
2140,2,3,ACEPTABLE,17789,2022-02-02T00:00:00
2141,2,2,ACEPTABLE,18340,2021-06-09T00:00:00
2142,4,5,EXCELENTE,17614,2023-09-26T00:00:00
2143,1,1,DEFICIENTE,17300,2023-02-28T00:00:00
2144,4,3,MUY BUENO,7248182,2022-11-16T00:00:00
