ID,FECHA_REPORTE,TIPO_INCIDENTE,GRAVEDAD,AREA_RECREATIVA_ID
1077,2024-08-03T00:00:00,CAIDA,ALTA,3566363
1078,2024-08-10T00:00:00,ACCIDENTE,CRITICA,16822
1079,2022-06-16T00:00:00,VANDALISMO,BAJA,18250
1080,2021-04-13T00:00:00,ACCIDENTE,MEDIA,16724
1081,2023-05-21T00:00:00,ROBO,ALTA,17212
1082,2021-05-18T00:00:00,CAIDA,ALTA,17630
1083,2020-03-13T00:00:00,CAIDA,CRITICA,17395
1084,2024-06-04T00:00:00,DANO ESTRUCTURAL,MEDIA,18292
1085,2021-01-28T00:00:00,CAIDA,CRITICA,17796
1086,2021-02-11T00:00:00,ACCIDENTE,ALTA,18287
1087,2023-08-25T00:00:00,ROBO,BAJA,17440
1088,2023-10-25T00:00:00,CAIDA,CRITICA,3960567
1089,2022-01-15T00:00:00,ROBO,CRITICA,17009
1090,2022-10-28T00:00:00,DANO ESTRUCTURAL,MEDIA,17180
1091,2022-04-22T00:00:00,ACCIDENTE,CRITICA,17435
1092,2024-09-15T00:00:00,ROBO,MEDIA,7761231
1093,2019-12-05T00:00:00,VANDALISMO,ALTA,451521
1094,2024-03-26T00:00:00,CAIDA,ALTA,17754
1095,2021-02-16T00:00:00,ROBO,BAJA,18060
1096,2024-04-05T00:00:00,VANDALISMO,CRITICA,17600
1097,2024-05-19T00:00:00,ACCIDENTE,MEDIA,18276
1098,2020-09-28T00:00:00,CAIDA,BAJA,17654
1099,2022-03-21T00:00:00,ACCIDENTE,BAJA,16678
1100,2023-06-06T00:00:00,DANO ESTRUCTURAL,MEDIA,4749894
1101,2024-02-20T00:00:00,CAIDA,BAJA,5240286
1102,2024-08-14T00:00:00,CAIDA,CRITICA,17162
1103,2020-07-12T00:00:00,ACCIDENTE,ALTA,17503
1104,2020-10-09T00:00:00,ROBO,CRITICA,16896
1105,2020-10-14T00:00:00,CAIDA,ALTA,52230
1106,2024-06-21T00:00:00,ROBO,MEDIA,17301
1107,2019-10-20T00:00:00,CAIDA,CRITICA,18054
1108,2021-10-17T00:00:00,DANO ESTRUCTURAL,ALTA,7247845
1109,2023-08-04T00:00:00,ACCIDENTE,ALTA,17068
1110,2024-02-19T00:00:00,DANO ESTRUCTURAL,BAJA,18272
1111,2020-10-14T00:00:00,CAIDA,CRITICA,17725
1112,2021-02-08T00:00:00,VANDALISMO,CRITICA,3568306
1113,2023-04-14T00:00:00,ACCIDENTE,MEDIA,17270
1114,2020-07-15T00:00:00,ROBO,ALTA,17076
1115,2024-07-12T00:00:00,DANO ESTRUCTURAL,BAJA,5220743
1116,2023-04-15T00:00:00,ACCIDENTE,ALTA,17953
1117,2023-08-13T00:00:00,ROBO,ALTA,17651
1118,2020-12-22T00:00:00,ROBO,BAJA,18436
1119,2023-02-27T00:00:00,VANDALISMO,CRITICA,17058
1120,2024-03-03T00:00:00,VANDALISMO,ALTA,4795654
1121,2019-11-30T00:00:00,ROBO,ALTA,17768
1122,2020-09-29T00:00:00,ACCIDENTE,MEDIA,52086
1123,2024-10-02T00:00:00,DANO ESTRUCTURAL,MEDIA,17123
1124,2021-08-20T00:00:00,ACCIDENTE,BAJA,16925
1125,2019-12-23T00:00:00,CAIDA,ALTA,17927
1126,2024-02-29T00:00:00,VANDALISMO,MEDIA,17516
1127,2021-01-06T00:00:00,DANO ESTRUCTURAL,BAJA,18185
1128,2020-09-23T00:00:00,DANO ESTRUCTURAL,ALTA,17757
1129,2022-07-16T00:00:00,VANDALISMO,BAJA,17694
1130,2021-03-25T00:00:00,DANO ESTRUCTURAL,CRITICA,17330
1131,2019-05-11T00:00:00,DANO ESTRUCTURAL,BAJA,16663
1132,2024-01-01T00:00:00,ACCIDENTE,BAJA,17688
1133,2023-08-09T00:00:00,VANDALISMO,CRITICA,7896504
1134,2021-12-10T00:00:00,VANDALISMO,BAJA,17338
1135,2024-01-28T00:00:00,CAIDA,MEDIA,18056
1136,2020-08-17T00:00:00,CAIDA,MEDIA,5071674
1137,2023-01-23T00:00:00,VANDALISMO,CRITICA,17122
1138,2022-05-27T00:00:00,VANDALISMO,CRITICA,18311
1139,2020-05-01T00:00:00,ROBO,CRITICA,17638
1140,2021-04-19T00:00:00,ROBO,CRITICA,5246182
1141,2023-01-20T00:00:00,CAIDA,CRITICA,52170
1142,2022-07-25T00:00:00,DANO ESTRUCTURAL,MEDIA,8780154
1143,2024-09-16T00:00:00,ROBO,CRITICA,17891
1144,2022-12-22T00:00:00,ROBO,MEDIA,17837
1145,2020-02-05T00:00:00,ACCIDENTE,BAJA,18637
1146,2023-09-19T00:00:00,DANO ESTRUCTURAL,CRITICA,17522
1147,2023-04-16T00:00:00,ACCIDENTE,ALTA,16774
1148,2021-06-16T00:00:00,DANO ESTRUCTURAL,ALTA,18286
1149,2022-07-27T00:00:00,VANDALISMO,CRITICA,7761231
1150,2022-01-06T00:00:00,CAIDA,MEDIA,18151
1151,2022-09-06T00:00:00,CAIDA,ALTA,17842
1152,2023-10-04T00:00:00,ACCIDENTE,ALTA,5174681
1153,2022-12-23T00:00:00,VANDALISMO,ALTA,18337
1154,2022-07-21T00:00:00,DANO ESTRUCTURAL,BAJA,17315
1155,2023-08-18T00:00:00,ROBO,BAJA,16940
1156,2022-01-06T00:00:00,VANDALISMO,ALTA,16880
1157,2021-06-22T00:00:00,DANO ESTRUCTURAL,CRITICA,17632
1158,2023-09-14T00:00:00,ROBO,ALTA,16889
1159,2022-12-13T00:00:00,ROBO,BAJA,17194
1160,2022-10-13T00:00:00,DANO ESTRUCTURAL,MEDIA,7107699
1161,2023-09-26T00:00:00,CAIDA,ALTA,5237120
1162,2021-02-19T00:00:00,ROBO,BAJA,17284
1163,2024-06-24T00:00:00,ACCIDENTE,MEDIA,18387
1164,2022-07-16T00:00:00,ROBO,CRITICA,16953
1165,2020-01-26T00:00:00,VANDALISMO,BAJA,17832
1166,2023-09-28T00:00:00,CAIDA,BAJA,18327
1167,2023-09-03T00:00:00,ACCIDENTE,ALTA,16813
1168,2021-08-16T00:00:00,DANO ESTRUCTURAL,MEDIA,5246194
1169,2023-06-04T00:00:00,DANO ESTRUCTURAL,ALTA,17768
1170,2022-05-14T00:00:00,CAIDA,ALTA,5237133
1171,2023-01-07T00:00:00,ACCIDENTE,CRITICA,17072
1172,2021-09-24T00:00:00,ACCIDENTE,CRITICA,17858
1173,2021-03-31T00:00:00,ROBO,MEDIA,18172
1174,2024-01-19T00:00:00,VANDALISMO,ALTA,52185
1175,2023-05-20T00:00:00,DANO ESTRUCTURAL,BAJA,8799601
1176,2024-10-08T00:00:00,ACCIDENTE,BAJA,18029
1177,2020-02-05T00:00:00,CAIDA,BAJA,18106
1178,2020-04-26T00:00:00,CAIDA,ALTA,5174650
1179,2022-05-17T00:00:00,VANDALISMO,ALTA,17064
1180,2021-11-30T00:00:00,ROBO,BAJA,4737941
1181,2020-04-11T00:00:00,ROBO,BAJA,17822
1182,2023-07-11T00:00:00,CAIDA,ALTA,18489
1183,2020-05-23T00:00:00,ACCIDENTE,CRITICA,18024
1184,2020-01-02T00:00:00,CAIDA,ALTA,17486
1185,2021-04-27T00:00:00,ACCIDENTE,CRITICA,52175
1186,2021-05-29T00:00:00,ROBO,BAJA,8799540
1187,2021-04-09T00:00:00,DANO ESTRUCTURAL,BAJA,52122
1188,2023-12-26T00:00:00,ACCIDENTE,BAJA,17287
1189,2024-08-04T00:00:00,VANDALISMO,MEDIA,18498
1190,2024-10-08T00:00:00,ROBO,MEDIA,7248141
1191,2024-08-26T00:00:00,ROBO,MEDIA,17529
1192,2022-08-24T00:00:00,ROBO,CRITICA,17601
1193,2021-01-03T00:00:00,DANO ESTRUCTURAL,ALTA,18265
1194,2022-12-26T00:00:00,ROBO,MEDIA,16920
1195,2024-02-10T00:00:00,ROBO,BAJA,17018
1196,2024-06-22T00:00:00,ACCIDENTE,MEDIA,5075483
1197,2021-03-20T00:00:00,ACCIDENTE,BAJA,7107704
1198,2023-08-30T00:00:00,CAIDA,ALTA,18611
1199,2022-08-18T00:00:00,VANDALISMO,MEDIA,5246197
1200,2023-08-21T00:00:00,ACCIDENTE,CRITICA,17528
1201,2024-08-03T00:00:00,ACCIDENTE,CRITICA,17671
1202,2024-09-10T00:00:00,CAIDA,CRITICA,17209
1203,2023-07-11T00:00:00,DANO ESTRUCTURAL,CRITICA,18302
1204,2021-02-14T00:00:00,DANO ESTRUCTURAL,CRITICA,5213821
1205,2021-10-14T00:00:00,DANO ESTRUCTURAL,MEDIA,17333
1206,2022-08-13T00:00:00,ROBO,ALTA,18344
1207,2021-03-06T00:00:00,ACCIDENTE,ALTA,18472
1208,2024-09-17T00:00:00,DANO ESTRUCTURAL,BAJA,16763
1209,2022-10-29T00:00:00,ACCIDENTE,BAJA,5195385
1210,2024-03-20T00:00:00,ROBO,CRITICA,16683
1211,2023-08-25T00:00:00,CAIDA,ALTA,16721
1212,2019-10-27T00:00:00,ROBO,MEDIA,5237108
1213,2020-03-18T00:00:00,DANO ESTRUCTURAL,BAJA,16865
1214,2021-06-12T00:00:00,ROBO,CRITICA,16992
1215,2020-10-29T00:00:00,DANO ESTRUCTURAL,MEDIA,17335
1216,2019-12-25T00:00:00,ACCIDENTE,ALTA,18245
1217,2021-02-07T00:00:00,VANDALISMO,BAJA,18382
1218,2023-08-28T00:00:00,DANO ESTRUCTURAL,ALTA,9492997
1219,2023-05-01T00:00:00,DANO ESTRUCTURAL,CRITICA,16933
1220,2021-05-13T00:00:00,ACCIDENTE,ALTA,16843
1221,2023-07-17T00:00:00,ACCIDENTE,CRITICA,17093
1222,2022-01-15T00:00:00,DANO ESTRUCTURAL,BAJA,461181
1223,2022-07-03T00:00:00,CAIDA,BAJA,17076
1224,2020-05-15T00:00:00,CAIDA,ALTA,18346
1225,2021-11-30T00:00:00,CAIDA,MEDIA,18503
1226,2021-02-16T00:00:00,ACCIDENTE,ALTA,9046339
1227,2020-10-16T00:00:00,ROBO,MEDIA,18200
1228,2023-05-30T00:00:00,CAIDA,ALTA,5241169
1229,2024-10-01T00:00:00,DANO ESTRUCTURAL,MEDIA,52125
1230,2022-07-04T00:00:00,ACCIDENTE,BAJA,18144
1231,2023-03-26T00:00:00,VANDALISMO,BAJA,17489
1232,2019-12-24T00:00:00,DANO ESTRUCTURAL,ALTA,16724
1233,2024-07-15T00:00:00,ROBO,CRITICA,7248199
1234,2023-04-09T00:00:00,ACCIDENTE,CRITICA,9237483
1235,2022-11-16T00:00:00,ROBO,ALTA,18450
1236,2020-10-13T00:00:00,DANO ESTRUCTURAL,CRITICA,18252
1237,2020-06-22T00:00:00,CAIDA,ALTA,17359
1238,2021-02-13T00:00:00,ACCIDENTE,CRITICA,18409
1239,2023-03-26T00:00:00,ROBO,BAJA,52153
1240,2023-02-16T00:00:00,CAIDA,MEDIA,18555
1241,2020-05-30T00:00:00,VANDALISMO,ALTA,52224
1242,2021-09-01T00:00:00,CAIDA,CRITICA,17615
1243,2021-09-09T00:00:00,ROBO,CRITICA,18233
1244,2022-02-01T00:00:00,CAIDA,MEDIA,17853
1245,2020-10-19T00:00:00,DANO ESTRUCTURAL,CRITICA,16835
1246,2023-10-25T00:00:00,ROBO,CRITICA,17091
1247,2022-06-10T00:00:00,ACCIDENTE,BAJA,17874
1248,2024-06-14T00:00:00,ACCIDENTE,ALTA,16853
1249,2021-08-22T00:00:00,ROBO,ALTA,18221
1250,2022-12-07T00:00:00,ROBO,ALTA,18554
1251,2023-06-08T00:00:00,VANDALISMO,CRITICA,16922
1252,2022-06-07T00:00:00,CAIDA,ALTA,18371
1253,2021-10-29T00:00:00,VANDALISMO,BAJA,3962084
1254,2023-04-14T00:00:00,ROBO,CRITICA,8909085
1255,2023-01-24T00:00:00,DANO ESTRUCTURAL,CRITICA,16983
1256,2020-01-30T00:00:00,DANO ESTRUCTURAL,ALTA,4985928
1257,2020-09-10T00:00:00,DANO ESTRUCTURAL,ALTA,18598
1258,2024-05-20T00:00:00,CAIDA,ALTA,17140
1259,2022-06-19T00:00:00,DANO ESTRUCTURAL,ALTA,17377
1260,2023-09-28T00:00:00,CAIDA,BAJA,17372
1261,2022-10-06T00:00:00,DANO ESTRUCTURAL,MEDIA,451351
1262,2020-03-23T00:00:00,CAIDA,CRITICA,18614
1263,2020-12-18T00:00:00,DANO ESTRUCTURAL,CRITICA,18273
1264,2021-08-19T00:00:00,VANDALISMO,ALTA,3960567
1265,2020-12-01T00:00:00,ROBO,BAJA,17388
1266,2021-02-24T00:00:00,ACCIDENTE,CRITICA,18273
1267,2023-11-28T00:00:00,ROBO,CRITICA,18188
1268,2023-01-17T00:00:00,VANDALISMO,MEDIA,17915
1269,2020-04-20T00:00:00,VANDALISMO,ALTA,9187084
1270,2020-06-21T00:00:00,DANO ESTRUCTURAL,CRITICA,16874
1271,2022-12-13T00:00:00,DANO ESTRUCTURAL,BAJA,8799543
1272,2022-10-02T00:00:00,DANO ESTRUCTURAL,MEDIA,5240297
1273,2021-05-02T00:00:00,ACCIDENTE,BAJA,17472
1274,2022-11-15T00:00:00,ACCIDENTE,BAJA,17330
1275,2023-02-12T00:00:00,CAIDA,MEDIA,5174766
1276,2023-01-01T00:00:00,VANDALISMO,CRITICA,18113
1277,2022-12-30T00:00:00,ACCIDENTE,ALTA,16723
1278,2021-02-02T00:00:00,CAIDA,CRITICA,18282
1279,2021-11-14T00:00:00,ACCIDENTE,ALTA,18609
1280,2023-04-15T00:00:00,VANDALISMO,CRITICA,5653903
1281,2020-10-06T00:00:00,VANDALISMO,CRITICA,17653
1282,2022-01-05T00:00:00,DANO ESTRUCTURAL,MEDIA,16751
1283,2021-02-08T00:00:00,CAIDA,ALTA,5237122
1284,2020-09-05T00:00:00,ACCIDENTE,MEDIA,17379
1285,2024-04-01T00:00:00,DANO ESTRUCTURAL,BAJA,18336
1286,2022-04-21T00:00:00,DANO ESTRUCTURAL,MEDIA,17732
1287,2022-02-12T00:00:00,ROBO,BAJA,18044
1288,2021-01-07T00:00:00,ACCIDENTE,BAJA,18615
1289,2019-11-28T00:00:00,ACCIDENTE,CRITICA,16747
1290,2023-10-06T00:00:00,ACCIDENTE,BAJA,17355
1291,2019-12-07T00:00:00,ROBO,ALTA,17438
1292,2024-05-25T00:00:00,DANO ESTRUCTURAL,BAJA,18214
1293,2022-04-05T00:00:00,ROBO,ALTA,17254
1294,2022-01-10T00:00:00,DANO ESTRUCTURAL,ALTA,52231
1295,2024-07-29T00:00:00,DANO ESTRUCTURAL,MEDIA,5653924
1296,2021-03-05T00:00:00,VANDALISMO,MEDIA,17074
1297,2020-03-03T00:00:00,CAIDA,MEDIA,17402
1298,2020-01-24T00:00:00,DANO ESTRUCTURAL,BAJA,17370
1299,2023-09-19T00:00:00,ROBO,CRITICA,18319
1300,2021-04-19T00:00:00,DANO ESTRUCTURAL,ALTA,8799942
1301,2020-06-22T00:00:00,ACCIDENTE,MEDIA,16987
1302,2021-07-16T00:00:00,DANO ESTRUCTURAL,CRITICA,3961443
1303,2021-09-30T00:00:00,ACCIDENTE,MEDIA,9391954
1304,2023-04-09T00:00:00,ROBO,ALTA,17275
1305,2024-07-29T00:00:00,ACCIDENTE,CRITICA,5241178
1306,2024-09-30T00:00:00,VANDALISMO,ALTA,52135
1307,2020-08-30T00:00:00,VANDALISMO,MEDIA,7024214
1308,2023-06-27T00:00:00,CAIDA,BAJA,3573208
1309,2020-03-25T00:00:00,ROBO,CRITICA,18117
1310,2021-04-06T00:00:00,DANO ESTRUCTURAL,CRITICA,17405
1311,2022-05-20T00:00:00,CAIDA,CRITICA,18187
1312,2022-11-26T00:00:00,ROBO,MEDIA,17459
1313,2023-05-18T00:00:00,ACCIDENTE,ALTA,17158
1314,2020-12-06T00:00:00,DANO ESTRUCTURAL,MEDIA,17459
1315,2020-12-21T00:00:00,CAIDA,BAJA,18197
1316,2022-04-28T00:00:00,ACCIDENTE,BAJA,16677
1317,2020-05-26T00:00:00,ACCIDENTE,MEDIA,17746
1318,2023-01-31T00:00:00,VANDALISMO,BAJA,18398
1319,2019-12-28T00:00:00,CAIDA,CRITICA,18629
1320,2022-09-07T00:00:00,DANO ESTRUCTURAL,CRITICA,7903107
1321,2023-12-31T00:00:00,ACCIDENTE,BAJA,17931
1322,2024-04-10T00:00:00,ACCIDENTE,MEDIA,18598
1323,2022-07-12T00:00:00,ROBO,ALTA,17921
1324,2020-10-27T00:00:00,VANDALISMO,CRITICA,17263
1325,2022-05-16T00:00:00,ACCIDENTE,ALTA,3573058
1326,2021-06-04T00:00:00,VANDALISMO,CRITICA,17718
1327,2021-08-22T00:00:00,CAIDA,CRITICA,16867
1328,2020-06-05T00:00:00,ROBO,BAJA,16702
1329,2022-01-26T00:00:00,ACCIDENTE,CRITICA,16737
1330,2021-12-31T00:00:00,ACCIDENTE,BAJA,17402
1331,2024-02-09T00:00:00,DANO ESTRUCTURAL,BAJA,17980
1332,2023-12-22T00:00:00,VANDALISMO,BAJA,7126494
1333,2021-02-28T00:00:00,DANO ESTRUCTURAL,ALTA,17551
1334,2023-10-18T00:00:00,ROBO,CRITICA,5241167
1335,2022-10-15T00:00:00,DANO ESTRUCTURAL,ALTA,7764194
1336,2021-06-06T00:00:00,ACCIDENTE,MEDIA,18119
1337,2020-12-29T00:00:00,CAIDA,MEDIA,17945
1338,2020-03-10T00:00:00,DANO ESTRUCTURAL,MEDIA,3566376
1339,2020-09-11T00:00:00,ACCIDENTE,MEDIA,52210
1340,2021-02-19T00:00:00,VANDALISMO,BAJA,18397
1341,2019-12-01T00:00:00,CAIDA,MEDIA,18036
1342,2020-02-27T00:00:00,ACCIDENTE,MEDIA,5237124
1343,2020-05-04T00:00:00,VANDALISMO,BAJA,16859
1344,2019-10-22T00:00:00,ACCIDENTE,ALTA,17400
1345,2024-11-04T00:00:00,ROBO,BAJA,17284
1346,2023-03-24T00:00:00,VANDALISMO,ALTA,18418
1347,2021-04-27T00:00:00,ROBO,ALTA,17834
1348,2022-02-10T00:00:00,ROBO,CRITICA,18368
1349,2021-05-30T00:00:00,VANDALISMO,MEDIA,17993
1350,2024-05-05T00:00:00,CAIDA,MEDIA,16731
1351,2024-01-06T00:00:00,DANO ESTRUCTURAL,MEDIA,3991132
1352,2019-12-16T00:00:00,ROBO,MEDIA,17910
1353,2024-06-13T00:00:00,VANDALISMO,CRITICA,52198
1354,2020-05-27T00:00:00,ACCIDENTE,MEDIA,16822
1355,2024-08-29T00:00:00,ACCIDENTE,CRITICA,17719
1356,2023-08-08T00:00:00,DANO ESTRUCTURAL,CRITICA,17550
1357,2024-01-11T00:00:00,CAIDA,BAJA,18135
1358,2024-03-30T00:00:00,CAIDA,CRITICA,17066
1359,2024-12-08T00:00:00,DANO ESTRUCTURAL,ALTA,5025103
1360,2021-11-04T00:00:00,DANO ESTRUCTURAL,BAJA,9396658
1361,2021-06-30T00:00:00,ACCIDENTE,CRITICA,18163
1362,2023-11-26T00:00:00,CAIDA,BAJA,18204
1363,2023-09-05T00:00:00,ACCIDENTE,BAJA,17669
1364,2024-08-07T00:00:00,DANO ESTRUCTURAL,BAJA,17772
1365,2021-08-13T00:00:00,ACCIDENTE,MEDIA,18349
1366,2020-03-15T00:00:00,ACCIDENTE,ALTA,5653905
1367,2023-01-01T00:00:00,VANDALISMO,ALTA,18570
1368,2024-02-13T00:00:00,CAIDA,MEDIA,17881
1369,2023-10-30T00:00:00,ROBO,BAJA,18377
1370,2024-08-20T00:00:00,VANDALISMO,CRITICA,16970
1371,2024-01-19T00:00:00,DANO ESTRUCTURAL,CRITICA,18029
1372,2019-12-28T00:00:00,ROBO,CRITICA,18338
1373,2023-07-17T00:00:00,CAIDA,ALTA,17517
1374,2024-03-03T00:00:00,DANO ESTRUCTURAL,ALTA,17727
1375,2022-01-28T00:00:00,ROBO,BAJA,5654025
1376,2021-03-31T00:00:00,VANDALISMO,CRITICA,7838758
1377,2020-01-31T00:00:00,CAIDA,MEDIA,17879
1378,2021-06-23T00:00:00,DANO ESTRUCTURAL,CRITICA,3962084
1379,2022-08-03T00:00:00,VANDALISMO,ALTA,17594
1380,2021-12-12T00:00:00,ACCIDENTE,ALTA,18106
1381,2023-07-30T00:00:00,DANO ESTRUCTURAL,MEDIA,16714
1382,2024-01-05T00:00:00,VANDALISMO,MEDIA,18063
1383,2022-08-29T00:00:00,ROBO,CRITICA,18225
1384,2020-03-12T00:00:00,CAIDA,BAJA,3991326
1385,2020-02-13T00:00:00,ACCIDENTE,MEDIA,17941
1386,2023-11-27T00:00:00,ACCIDENTE,CRITICA,17242
1387,2024-03-15T00:00:00,DANO ESTRUCTURAL,MEDIA,18498
1388,2023-10-31T00:00:00,DANO ESTRUCTURAL,CRITICA,7182696
1389,2024-04-30T00:00:00,CAIDA,CRITICA,16751
1390,2021-06-19T00:00:00,ACCIDENTE,CRITICA,3991299
1391,2022-05-12T00:00:00,ACCIDENTE,MEDIA,8799543
1392,2020-02-07T00:00:00,DANO ESTRUCTURAL,BAJA,16816
1393,2021-05-10T00:00:00,ROBO,MEDIA,17561
1394,2023-05-26T00:00:00,ROBO,CRITICA,18238
1395,2020-10-16T00:00:00,VANDALISMO,ALTA,5237121
1396,2021-06-06T00:00:00,CAIDA,CRITICA,52086
1397,2020-09-29T00:00:00,DANO ESTRUCTURAL,ALTA,16677
1398,2020-07-14T00:00:00,VANDALISMO,MEDIA,17353
1399,2020-12-22T00:00:00,VANDALISMO,ALTA,52056
1400,2023-12-23T00:00:00,ROBO,BAJA,18561
1401,2021-08-27T00:00:00,VANDALISMO,ALTA,3573049
1402,2020-09-04T00:00:00,ROBO,MEDIA,52210
1403,2020-06-27T00:00:00,DANO ESTRUCTURAL,MEDIA,7074605
1404,2023-04-24T00:00:00,ACCIDENTE,CRITICA,17870
1405,2023-09-23T00:00:00,CAIDA,MEDIA,18232
1406,2021-11-10T00:00:00,CAIDA,CRITICA,7144369
1407,2023-01-27T00:00:00,DANO ESTRUCTURAL,MEDIA,6819623
1408,2020-09-28T00:00:00,ROBO,MEDIA,18477
1409,2024-02-02T00:00:00,ROBO,ALTA,18304
1410,2021-02-08T00:00:00,ACCIDENTE,CRITICA,4731656
1411,2024-08-01T00:00:00,DANO ESTRUCTURAL,ALTA,18457
1412,2021-07-26T00:00:00,CAIDA,ALTA,16885
1413,2023-12-28T00:00:00,ROBO,CRITICA,17528
1414,2023-12-22T00:00:00,ROBO,CRITICA,52218
1415,2020-12-02T00:00:00,DANO ESTRUCTURAL,ALTA,17758
1416,2024-01-19T00:00:00,CAIDA,MEDIA,17518
1417,2022-05-14T00:00:00,CAIDA,ALTA,17624
1418,2023-12-07T00:00:00,ROBO,MEDIA,9049643
1419,2023-06-30T00:00:00,ROBO,CRITICA,16937
1420,2020-01-04T00:00:00,ROBO,ALTA,17369
1421,2022-11-03T00:00:00,VANDALISMO,MEDIA,52056
1422,2019-12-10T00:00:00,ROBO,MEDIA,5071645
1423,2020-10-29T00:00:00,ACCIDENTE,CRITICA,17037
1424,2022-08-13T00:00:00,VANDALISMO,CRITICA,18046
1425,2022-07-02T00:00:00,ROBO,BAJA,16904
1426,2021-02-01T00:00:00,VANDALISMO,MEDIA,5246189
1427,2023-06-30T00:00:00,DANO ESTRUCTURAL,BAJA,18220
1428,2022-08-14T00:00:00,DANO ESTRUCTURAL,BAJA,5218564
1429,2021-08-20T00:00:00,DANO ESTRUCTURAL,ALTA,16708
1430,2022-11-13T00:00:00,CAIDA,BAJA,17474
1431,2020-11-09T00:00:00,DANO ESTRUCTURAL,MEDIA,17356
1432,2022-10-07T00:00:00,CAIDA,CRITICA,5246186
1433,2022-01-16T00:00:00,CAIDA,ALTA,17948
1434,2023-06-14T00:00:00,DANO ESTRUCTURAL,BAJA,7129053
1435,2022-11-25T00:00:00,ROBO,BAJA,16959
1436,2022-09-06T00:00:00,DANO ESTRUCTURAL,MEDIA,16699
1437,2020-06-22T00:00:00,DANO ESTRUCTURAL,MEDIA,17203
1438,2024-03-11T00:00:00,CAIDA,CRITICA,18540
1439,2020-01-18T00:00:00,VANDALISMO,ALTA,18099
1440,2022-12-27T00:00:00,VANDALISMO,MEDIA,18117
1441,2023-03-13T00:00:00,ROBO,MEDIA,18216
1442,2022-06-30T00:00:00,ACCIDENTE,BAJA,3573056
1443,2020-06-12T00:00:00,CAIDA,BAJA,18362
1444,2019-10-31T00:00:00,VANDALISMO,MEDIA,3568168
1445,2022-08-20T00:00:00,ROBO,BAJA,18366
1446,2021-07-27T00:00:00,CAIDA,ALTA,18168
1447,2024-01-27T00:00:00,DANO ESTRUCTURAL,ALTA,3960567
1448,2020-05-22T00:00:00,CAIDA,ALTA,18425
1449,2020-06-11T00:00:00,DANO ESTRUCTURAL,MEDIA,18067
1450,2021-03-03T00:00:00,DANO ESTRUCTURAL,MEDIA,17684
1451,2020-04-25T00:00:00,VANDALISMO,CRITICA,18086
1452,2022-01-23T00:00:00,ROBO,BAJA,17174
1453,2021-12-10T00:00:00,ACCIDENTE,ALTA,17484
1454,2021-04-20T00:00:00,DANO ESTRUCTURAL,CRITICA,7126590
1455,2020-09-26T00:00:00,DANO ESTRUCTURAL,ALTA,17160
1456,2020-10-15T00:00:00,ACCIDENTE,CRITICA,16740
1457,2020-05-23T00:00:00,DANO ESTRUCTURAL,MEDIA,17992
1458,2020-08-03T00:00:00,VANDALISMO,ALTA,17279
1459,2023-08-05T00:00:00,ROBO,CRITICA,8799552
1460,2022-09-26T00:00:00,DANO ESTRUCTURAL,BAJA,17491
1461,2023-08-29T00:00:00,VANDALISMO,CRITICA,5241183
1462,2024-08-31T00:00:00,CAIDA,ALTA,18163
1463,2022-08-12T00:00:00,DANO ESTRUCTURAL,ALTA,18190
1464,2020-11-17T00:00:00,VANDALISMO,ALTA,17245
1465,2022-11-29T00:00:00,DANO ESTRUCTURAL,BAJA,18182
1466,2019-11-22T00:00:00,VANDALISMO,ALTA,18148
1467,2023-03-02T00:00:00,DANO ESTRUCTURAL,BAJA,17265
1468,2023-08-21T00:00:00,CAIDA,BAJA,18115
1469,2021-01-12T00:00:00,VANDALISMO,CRITICA,18117
1470,2024-08-23T00:00:00,VANDALISMO,MEDIA,17180
1471,2021-10-25T00:00:00,DANO ESTRUCTURAL,BAJA,18609
1472,2023-07-12T00:00:00,VANDALISMO,BAJA,18045
1473,2024-03-16T00:00:00,VANDALISMO,BAJA,17374
1474,2021-10-18T00:00:00,DANO ESTRUCTURAL,BAJA,52209
1475,2023-08-18T00:00:00,CAIDA,MEDIA,18098
1476,2021-09-09T00:00:00,DANO ESTRUCTURAL,ALTA,17827
1477,2020-01-12T00:00:00,ROBO,ALTA,17869
1478,2019-10-29T00:00:00,VANDALISMO,CRITICA,18225
1479,2020-10-25T00:00:00,ACCIDENTE,CRITICA,18398
1480,2022-09-12T00:00:00,ACCIDENTE,ALTA,18498
1481,2023-07-01T00:00:00,DANO ESTRUCTURAL,CRITICA,52127
1482,2022-11-02T00:00:00,VANDALISMO,MEDIA,17771
1483,2021-04-22T00:00:00,ACCIDENTE,CRITICA,16881
1484,2021-05-24T00:00:00,ROBO,CRITICA,5241173
1485,2022-05-23T00:00:00,ACCIDENTE,ALTA,3568711
1486,2024-05-13T00:00:00,VANDALISMO,BAJA,17214
1487,2022-09-09T00:00:00,ACCIDENTE,BAJA,17665
1488,2020-06-21T00:00:00,ACCIDENTE,CRITICA,17526
1489,2021-12-22T00:00:00,CAIDA,MEDIA,17094
1490,2022-01-19T00:00:00,DANO ESTRUCTURAL,ALTA,17760
1491,2024-10-11T00:00:00,VANDALISMO,CRITICA,5654016
1492,2022-01-21T00:00:00,VANDALISMO,CRITICA,18300
1493,2023-01-13T00:00:00,ACCIDENTE,CRITICA,17756
